track_id,track_name,track_popularity,track_duration,artist_name,artist_popularity,genres,available_markets,danceability,acousticness,tempo
51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,67,478173,Led Zeppelin,82,album rock,163,0.346,0.575,84.204
55WLWX71YkHt2tSucNIf1g,Sold Out Dates (feat. Lil Baby),70,166368,Gunna,91,atl hip hop,178,0.817,0.469,126.991
1EsCmzhyJ4Kq9sxSsB3eVy,Te Quiero Pa´Mi,0,212026,Don Omar,83,latin,95,0.765,0.124,89.005
3AzjcOeAmA57TIOr9zF1ZW,Physical,78,193829,Dua Lipa,95,dance pop,174,0.647,0.0137,146.967
2QwMXe5zbqymDZGYsMDVqZ,Me La Avente,77,155802,Carin Leon,81,corrido,178,0.723,0.557,144.533
2DwbFtfC6sXBiVDPmju8Dd,Happy Anywhere (feat. Gwen Stefani),71,170173,Blake Shelton,77,contemporary country,178,0.538,0.1,165.755
31tf1qEai5o5f4r66Kd0pU,Me and Your Mama,65,379226,Childish Gambino,81,atl hip hop,177,0.534,0.0116,117.834
0ZLuW8uOXdFNWcI40C0OC2,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",73,227478,Jack Harlow,84,deep underground hip hop,178,0.904,0.0631,145.013
29hBRadFZf9QTGRHZmxm65,One Week,71,169760,Barenaked Ladies,68,canadian pop,178,0.702,0.00854,112.845
64GRDrL1efgXclrhVCeuA0,Lay Me Down,75,219535,Sam Smith,88,dance pop,178,0.468,0.919,125.319
1170VohRSx6GwE6QDCHPPH,Kilby Girl,73,282205,The Backseat Lovers,65,modern rock,176,0.329,0.0578,162.279
2ovQ5MCx91XVjgVWEPfvks,Homecoming,73,203493,Kanye West,93,chicago rap,173,0.667,0.337,86.917
4HvtTqt1snMPJ17opOGoJr,Good Old Fashioned Lover Boy,60,174400,Queen,90,classic rock,2,0.542,0.622,96.058
0sKEilrw1GrBlG6qsTCrP4,865,73,190680,Morgan Wallen,88,contemporary country,178,0.532,0.723,88.003
7uUahoeqGNRMbpdeiLj1rS,Panic Room,75,237772,Au/Ra,75,alt z,178,0.495,0.152,97.91
39q06XjGEaGWV4BvEbyBgM,"This That One (feat. Krispy Life Kidd, Veeze, Slap Savage, YN Jay, Louie Ray",47,201352,Lil Yachty,83,atl hip hop,178,0.593,0.0501,200.326
5dGnR6HfR0HHqcyt6PkcAP,Floating Through Space (feat. David Guetta) - Hex & Sia In Space Mix,59,311405,Sia,90,australian dance,178,0.712,0.00279,121.018
72Fnsr9pkCyXCmY3BS7sbx,Hippies and Cowboys,68,300680,Cody Jinks,71,modern southern rock,177,0.698,0.0504,115.081
3Dwq1oiOFys6Sxr5SslmXw,Carolina,71,189613,Harry Styles,90,pop,178,0.624,0.000569,121.986
73VWCqsAHUiIceZ4fnX7EY,Noche De Sexo,0,205773,Wisin & Yandel,85,electro latino,95,0.721,0.107,94.002
4Pjxf7VWCaDybCXucMNKSG,Por Isso Que Eu Bebo,0,156306,Luis Fonsi,81,latin,95,0.756,0.746,127.044
4qYXtaU8pxHmzWk8TOenEM,Que Tire Pa Lante,0,210520,Daddy Yankee,91,latin,95,0.659,0.0478,93.979
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,84,218106,BØRNS,75,electropop,178,0.611,0.00543,120.041
0uuqi1dTEf5KJDlFsKWHKt,Rock & Roll Found Me,58,249746,Eric Church,80,contemporary country,178,0.871,0.441,112.743
3X9tJw6z5LowFx339fhTvu,I Walk the Line - Stereo Version,65,154173,Johnny Cash,79,arkansas country,178,0.596,0.97,114.974
1A43TfohQt3H6K5zg28ExD,Dead and Cold,75,89652,SadBoyProlific,72,emo rap,178,0.793,0.867,74.746
4XKjg58SJtGuN4GexM000L,"String Quartet No.9 in A, K.169: 4. Rondeaux (Allegro)",0,86493,Wolfgang Amadeus Mozart,79,classical,95,0.512,0.979,126.784
0VgkVdmE4gld66l8iyGjgx,Mask Off,81,204600,Future,91,atl hip hop,168,0.833,0.0102,150.062
14BH4qO7pgCmIe6mgLKOK3,Someone To You,77,219800,BANNERS,74,indie cafe pop,177,0.468,0.00568,75.05
7MvtEehYFmgf1ghx0VMUMA,Tranquila,0,199946,J Balvin,95,latin,95,0.72,0.0334,175.934
5772h9nko6qYHOuXdGXCq3,Devuélveme El Corazón,0,244160,Sebastian Yatra,87,colombian pop,95,0.572,0.0958,154.024
58TaFP5j5i9swOf584yon2,HOUSTONFORNICATION,70,217828,Travis Scott,95,rap,178,0.689,0.0985,160.042
6nTiIhLmQ3FWhvrGafw2zj,American Idiot,79,176346,Green Day,84,permanent wave,178,0.38,2.64e-05,186.113
0W7KIc2GSB9suYQAaMZ9rF,Nobody (feat. Matthew West),67,206400,Casting Crowns,69,ccm,178,0.561,0.458,79.993
6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),89,166028,Joel Corry,84,dance pop,176,0.734,0.168,122.953
2CzUlaKN1mvb0szagSR3ux,Fuck The World (Summer in London),73,236703,Brent Faiyaz,82,dmv rap,178,0.679,0.873,74.996
5q9Et9kJTWvRg80uQLBW4s,SHOOT MY SHOT,71,174585,IDK,67,dmv rap,178,0.76,0.00394,91.984
2lyQymV7ycR5oDdwejLY84,XX,47,209600,Marc E. Bassy,72,alternative r&b,177,0.651,0.253,80.032
24jvD83UgLmrdGjhWTFslY,Video Games - Remastered 2012,66,281960,Lana Del Rey,89,art pop,4,0.236,0.811,72.847
0GqaZ1L5KAXMNngAZbGvLf,Paid the Fine (feat. Lil Baby & YTB Trench),72,201546,Young Stoner Life,84,hip hop,178,0.484,0.0299,81.86
1D066zixBwqFYqBhKgdPzp,Fergalicious,71,292373,Fergie,74,dance pop,3,0.906,0.0576,129.055
2XeMW0BNHdAbXVRZ3C1D09,YES! (feat. Rich The Kid & K CAMP),67,194347,KYLE,73,pop,178,0.758,0.0318,162.083
22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),79,243136,Taylor Swift,98,pop,178,0.402,0.0033,161.032
62PaSfnXSMyLshYJrlTuL3,Hello,74,295502,Adele,85,british soul,21,0.578,0.33,78.991
1ThmUihH9dF8EV08ku5AXN,Faucet Failure,77,145626,Ski Mask The Slump God,81,miami hip hop,173,0.935,0.111,99.993
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,85,202333,Twenty One Pilots,87,modern rock,164,0.734,0.0462,169.977
3EZzghqykkfOB0Z8d0kTSt,Red Dirt Road,66,260360,Brooks & Dunn,75,contemporary country,178,0.555,0.0664,136.12
1G4cdOtF36ZCs6i2dZoC87,Drunk Me,70,211767,Mitchell Tenpenny,70,contemporary country,178,0.499,0.199,176.024
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,78,207626,Kanye West,93,chicago rap,173,0.629,0.0195,93.034
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,78,236053,Lana Del Rey,89,art pop,161,0.324,0.262,113.986
22UDw8rSfLbUsaAGTXQ4Z8,American Boy,79,284733,Estelle,71,neo soul,178,0.727,0.171,117.932
1h9YqIVjCpHyrDJjaJyfDd,Que Tire Pa Lante,0,210520,Daddy Yankee,91,latin,95,0.659,0.0478,93.979
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,83,209273,Joji,85,alternative r&b,178,0.515,0.544,88.964
6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,71,200309,J. Cole,88,conscious hip hop,176,0.829,0.482,116.079
3t5OV1asJHmOlf23T08CLv,Lady May,73,183533,Tyler Childers,77,kentucky indie,175,0.539,0.881,81.446
0rRjGruFonCGOt0S5zAJNQ,The Other Side Of Paradise,73,320654,Glass Animals,84,gauze pop,178,0.689,0.349,128.012
4jAIqgrPjKLTY9Gbez25Qb,Lights Up,78,172213,Harry Styles,90,pop,178,0.575,0.0392,101.987
4ja2gzrNh9VNigzoXfmbwD,Mariposa,78,210000,Peach Tree Rascals,69,alternative r&b,173,0.676,0.617,112.011
4FEGLKYIfTEatQtfGLGxlu,Between You & Me,68,169017,Roman Alexander,58,contemporary country,177,0.627,0.00583,99.951
273dCMFseLcVsoSWx59IoE,Bad Blood,65,211933,Taylor Swift,98,pop,2,0.652,0.0871,170.157
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),89,181733,DaBaby,94,north carolina hip hop,178,0.746,0.247,89.977
4EuaDcxHmHKS6gZ5iuGba0,Joy Of My Life,67,274520,Chris Stapleton,81,contemporary country,178,0.63,0.223,149.23
4L6IdYxicIkCE67Y3TlXtD,Quiero Quedarme Aqui,0,162440,Danna Paola,80,latin,95,0.508,0.473,202.174
6b8Be6ljOzmkOmFslEb23P,24K Magic,79,225983,Bruno Mars,94,dance pop,178,0.818,0.034,106.97
4fDgEJ21QcE7ISoMcl4uTU,Una Respuesta,3,204200,Daddy Yankee,91,latin,95,0.757,0.334,91.976
5CWPCZUcX299khMQAdQv43,"Matthäus-Passion, BWV 244 / Zweiter Teil: No. 35 ""Geduld! Wenn mich falsche Zungen stechen""",0,219000,Johann Sebastian Bach,80,baroque,95,0.411,0.935,110.7
51LIqkda3pTeECZUhMnool,Straightjacket,64,206533,Quinn XCII,78,electropop,177,0.838,0.153,137.027
5AnSllIrgGsCZzZJkVnApx,Eyes On You,72,182493,Chase Rice,70,contemporary country,177,0.606,0.323,97.155
507bYMYfbm6sUS9iEAaeSd,Broken,69,258333,Seether,74,alternative metal,152,0.448,0.0102,123.762
4QpWhd7l2NrmGmfw4qGlpa,Next Girl,72,164677,Carly Pearce,69,contemporary country,178,0.583,0.143,160.096
4LiMQ6G9n84rDUBs9wtwz6,Singles You Up,69,182666,Jordan Davis,72,contemporary country,178,0.491,0.0491,199.943
4YutJsNwBBInE8vemufpQ8,"Girl Crush - Recorded at Metropolis Studios, London",74,243804,Harry Styles,90,pop,178,0.468,0.658,144.212
2TH65lNHgvLxCKXM3apjxI,Callaita,82,250533,Bad Bunny,98,latin,177,0.61,0.6,176.169
33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),81,199758,Big Sean,86,detroit hip hop,178,0.724,0.0978,160.048
1Jz1yhcPm1Yt6aoed3zact,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",72,227234,Chris Brown,91,dance pop,178,0.721,0.248,93.8
1e1JKLEDKP7hEQzJfNAgPl,Magnolia,75,181812,Playboi Carti,84,atl hip hop,176,0.791,0.0114,162.991
0X5jHsNHshuHNfAWs1sxQ5,Permitame,68,185013,Tony Dize,70,latin,37,0.629,0.0287,214.025
0lx2cLdOt3piJbcaXIV74f,willow,82,214706,Taylor Swift,98,pop,177,0.392,0.833,81.112
7L5hO2lSAVuWl8vfAY5Iaf,"Musik zu einem Ritterballett (1790-91), WoO 1: 4. Romanze (Minnelied). Andantino",9,41973,Ludwig van Beethoven,76,classical,95,0.748,0.784,94.428
5WnfnSpuNEGXyEt78PBA6d,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",70,217866,Dreamville,72,hip hop,176,0.642,0.517,120.749
54z0kLF0skj0Hdb9wCqPJt,Spicy (with Diplo & Charli XCX),52,157159,Herve Pagez,44,musique guadeloupe,112,0.837,0.0527,109.993
733c1CWmIGymoQXdp7Us88,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",71,188563,A Boogie Wit da Hoodie,86,melodic rap,178,0.819,0.517,133.503
6FfLg6FFqhCsrFOaHIGkg0,Honeypie,77,135581,JAWNY,68,bedroom pop,178,0.74,0.061,115.035
4Pn0JlCUusD2QHjADuOzuV,Humble And Kind,69,259266,Tim McGraw,77,contemporary country,178,0.355,0.679,100.956
22CIOfLZB9z8He7WgHYAgH,Two Tickets to Paradise,65,237093,Eddie Money,64,album rock,178,0.623,0.0056,129.713
1V6gIisPpYqgFeWbMLI0bA,Heart Attack,78,210840,Demi Lovato,89,dance pop,153,0.504,0.0738,173.968
53tv6ZbyeAwfAUwFaxYbfO,Hellcats & Trackhawks,76,146844,Only The Family,70,chicago rap,178,0.841,0.0122,157.026
3FNTf1qU8FAIeSqqnZuswG,417 Hz Cleanse Trauma,31,125750,Miracle Tones,82,meditation,178,0.153,0.919,136.711
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,77,215906,Red Hot Chili Peppers,86,alternative rock,161,0.595,0.0779,88.969
51H2y6YrNNXcy3dfc3qSbA,When Doves Cry,72,352906,Prince,77,funk,164,0.729,0.0102,126.47
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),75,219946,Ed Sheeran,93,pop,178,0.798,0.0902,101.956
6nCFF1w6n4ew2Eoh2rZGWl,"33 Variations on a Waltz in C major by Diabelli, Op.120: Variation XXI: Allegro con brio",4,95200,Ludwig van Beethoven,76,classical,177,0.382,0.994,139.559
1158ckiB5S4cpsdYHDB9IF,My Own Summer (Shove It),69,214760,Deftones,73,alternative metal,178,0.443,1.33e-05,71.841
3LF1BHMs9afqzV3Xd1AYc4,LET IT GO (feat. Justin Bieber & 21 Savage),33,165526,DJ Khaled,84,dance pop,178,0.879,0.243,129.047
6klLvorLoo1sxvZcjJIY8I,Make No Sense,74,148629,YoungBoy Never Broke Again,86,baton rouge rap,178,0.876,0.0208,154.904
7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,76,222586,The Killers,81,dance rock,3,0.356,0.00101,148.017
6OpU3cvY19M2hFxTbLKy5L,Juno,61,231680,Choker,57,alternative r&b,178,0.438,0.922,120.075
3d8y0t70g7hw2FOWl9Z4Fm,Ophelia,75,160097,The Lumineers,80,folk-pop,2,0.664,0.613,76.023
7wsmIIm0xWmtP7TmACXkJn,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),71,206702,Lil Yachty,83,atl hip hop,173,0.836,0.17,138.066
61nSrQoa6eF2AMankxwscu,Yo Te Quiero,0,207306,Wisin & Yandel,85,electro latino,95,0.819,0.577,93.987
4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,76,233128,Bad Bunny,98,latin,177,0.514,0.197,88.661
3muBQDekYAg7jm6hDu6R0Z,First Day Out,72,254693,Tee Grizzley,75,detroit hip hop,178,0.587,0.171,98.008
1Zv2jT7iZu98Feqpzhn0nd,(i hope you) miss me,69,159170,Joseph Black,57,viral rap,178,0.734,0.118,98.024
2loEXJRB5ExGcUHYX365R5,Zen (with K.Flay & grandson),62,215882,X Ambassadors,78,modern alternative rock,178,0.723,0.125,98.017
7m4i6f3yWK78hJoBc7SdR4,Mi Cama,0,151400,KAROL G,90,latin,95,0.826,0.222,163.073
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,80,213706,KALEO,76,icelandic indie,177,0.489,0.579,163.255
2xbI8Vmyv3TkpTdywpPyNw,Selfish,72,245604,PnB Rock,78,melodic rap,178,0.638,0.114,101.981
2xVueNhj6UehdAPDBWK7DN,"Quizás Si, Quizás No",61,192426,Grupo Bryndis,72,grupera,171,0.634,0.477,167.718
4tpSjqtLO12aIUHcSBR9rp,Step It Up,60,161280,Mulatto,72,pop,178,0.961,0.26,125.009
26UxwWl9xCb83OynXELJcL,Masterpiece,79,181714,DaBaby,94,north carolina hip hop,178,0.781,0.0299,139.988
5nzhL67GpF9szXWg5y509A,Close Friends (Lil Baby & Gunna),73,203881,Lil Baby,93,atl hip hop,176,0.676,0.0509,158.896
2vl0D1b0M6UHlD1Fjh5j1m,JETSKI (feat. Lil Mosey & Lil Tecca),80,165161,Internet Money,83,pop rap,178,0.883,0.0253,92.95
6VrjF67WFChXh8uYYBfeRr,Kind & Generous,62,241013,Natalie Merchant,59,folk,178,0.593,0.35,93.171
2dLLR6qlu5UJ5gk0dKz0h3,Royals,76,190185,Lorde,81,art pop,177,0.674,0.121,84.878
4Ro98RCK90oHqqSZUnTFq5,Strip That Down,68,204502,Liam Payne,75,dance pop,178,0.874,0.22,106.023
1BECwm5qkaBwlbfo4kpYx8,Death of a Bachelor,72,203506,Panic! At The Disco,84,baroque pop,178,0.462,0.0137,139.256
792HwhrdO3ErRKL5yRe4Ge,Invincible,81,127546,Pop Smoke,92,brooklyn drill,173,0.548,0.125,142.791
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,76,125666,The Beatles,89,beatlesque,178,0.332,0.879,96.529
3wx2kQWPn9p5UppQbNhPAk,Leave The Night On,65,192160,Sam Hunt,77,contemporary country,178,0.514,0.0951,171.96
5LTdRSQOg63EazLbKZbWn2,My Type (feat. City Girls & Jhené Aiko) - Remix,64,172313,Saweetie,83,cali rap,177,0.925,0.00782,105.02
0BI0hfbmqybnd3TezrDME3,Met Him Last Night (feat. Ariana Grande),84,204631,Demi Lovato,89,dance pop,178,0.538,0.22,144.978
58ge6dfP91o9oXMzq3XkIS,505,77,253586,Arctic Monkeys,88,garage rock,2,0.52,0.00237,140.267
3jT2LKH0RSbQ8jIUNFzXm5,PTSD,79,232064,G Herbo,76,chicago drill,177,0.883,0.0317,119.012
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,80,276920,JAY-Z,87,east coast hip hop,176,0.491,0.0295,173.585
0a2Yk4ORO4MsGaJ4DI03qx,Whipski (feat. Lil Skies & Internet Money),76,183982,$NOT,79,florida rap,178,0.841,0.268,94.528
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,83,238805,Glass Animals,84,gauze pop,178,0.761,0.44,80.87
4JE6agBLHGA5TaF6FlqfBD,As the World Caves In,79,218754,Matt Maltese,69,indie anthem-folk,178,0.331,0.365,123.829
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,79,246240,Little Mix,84,dance pop,178,0.773,0.0242,126.014
5rYpwP1dHWGVMrSZbTmt3e,Life is Beautiful,75,207586,Lil Peep,88,emo rap,178,0.533,0.0385,135.056
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,72,240653,Drake,99,canadian hip hop,175,0.582,0.0312,193.818
56z2jrwwBDHaiLxL3Bnl7q,Negro,0,182506,J Balvin,95,latin,95,0.791,0.0132,164.107
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,79,203760,Demi Lovato,89,dance pop,173,0.705,0.0237,144.077
1khmgu0pveJbkbpbkyvcQv,La Romana,74,300579,Bad Bunny,98,latin,177,0.655,0.0327,125.8
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),88,192956,Drake,99,canadian hip hop,178,0.578,0.0618,136.006
6qewYf1Su9xeaAp9iEQpUw,Up All Night,58,209640,Jon Pardi,75,contemporary country,178,0.549,0.185,162.989
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),76,212960,Calvin Harris,88,dance pop,177,0.414,0.0287,128.024
1rICTKr67UUnoDVvOj4A8c,Thugged Out (feat. Kodak Black),67,185991,YNW Melly,82,melodic rap,178,0.72,0.171,150.138
6nxvVPzS7gnyDthFNvTSxn,X,50,173797,Lil Uzi Vert,91,melodic rap,178,0.623,0.0043,163.159
7Hqig8kp32q2Ire3ECQvWM,Paparazzi,67,208306,Lady Gaga,90,dance pop,178,0.762,0.113,114.906
5jZ1Z2GFTf2gwmFc3qiUxs,The Taste of Ink,67,208693,The Used,68,post-hardcore,178,0.541,0.00143,98.122
4djIFfof5TpbSGRZUpsTXq,Talk Too Much,74,187133,COIN,72,indie pop,178,0.598,0.00947,103.966
2X485T9Z5Ly0xyaghN73ed,Let It Happen,75,467586,Tame Impala,83,australian psych,177,0.602,0.00462,125.012
1IZGMPe57hATuLJgmMR4eP,"BODY IN MOTION (feat. Bryson Tiller, Lil Baby & Roddy Ricch)",68,306193,DJ Khaled,84,dance pop,178,0.669,0.009,91.969
2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,85,243773,Gym Class Heroes,79,dance pop,177,0.72,0.237,78.953
7vguMCv8uVuZLiQJ156u3Z,Play with Fire (feat. Yacht Money),76,180690,Sam Tinnesz,70,alt z,178,0.573,0.0162,75.012
7wTA0NKIm6T7nP2kaymU2a,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),66,382306,Dreamville,72,hip hop,176,0.825,0.0858,147.01
77loZpT5Y5PRP1S451P9Yz,The Reason,80,232800,Hoobastank,70,alternative metal,178,0.472,0.0129,82.952
01aM1mEEQrIMtJ3J2LvHt6,Raised Up,57,213597,Rvshvd,53,[],178,0.59,0.0569,79.929
77XoAnllT85lmR9WP0D8dS,Ain't Always The Cowboy,68,220880,Jon Pardi,75,contemporary country,178,0.539,0.0094,151.913
0osvOdeD3YXZiWkT8MKolJ,Lifestyle (feat. Adam Levine),81,153865,Jason Derulo,88,dance pop,178,0.749,0.0209,123.055
6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),76,180480,B.o.B,78,atl hip hop,109,0.66,0.11,93.033
5DIkDqCWuQItVlKx3NmNl6,Mi Cama,0,151400,KAROL G,90,latin,95,0.826,0.222,163.073
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),85,171374,Jawsh 685,77,nz pop,178,0.767,0.234,150.076
1FCQEg7wOK9IIBuxx63krr,And We Danced (feat. Ziggy Stardust),66,246213,Macklemore,80,pop rap,178,0.758,0.458,124.998
6SpLc7EXZIPpy0sVko0aoU,Misery Business,74,211520,Paramore,81,candy pop,3,0.517,0.00272,172.977
26wLOs3ZuHJa2Ihhx6QIE6,Teeth,79,204887,5 Seconds of Summer,84,boy band,105,0.749,0.0516,139.02
62UBhRicMaRul4OZ4G2isZ,Free Promo (with Polo G & Lil Durk),47,179398,Moneybagg Yo,84,hip hop,178,0.77,0.0195,155.027
2bzitsPcImYC6DZWvvLCQi,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",70,210933,Imagine Dragons,90,modern rock,178,0.634,0.000479,90.011
6MO2bfLHKykUgCChFdw91H,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",75,296011,H.E.R.,83,alternative r&b,178,0.815,0.0145,96.982
3nX4BdAXYPuMc5RTbgZfhH,Clear Da Air,43,192256,Moneybagg Yo,84,hip hop,178,0.839,0.0584,129.9
7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,74,356066,Guns N' Roses,83,glam metal,173,0.446,0.0901,125.303
7w7Cruh98cr5izeNe2wZkT,Dura,0,200480,Daddy Yankee,91,latin,95,0.783,0.174,95.002
0k664IuFwVP557Gnx7RhIl,Juice,77,195144,Lizzo,79,dance pop,178,0.767,0.00611,119.93
2bT1PH7Cw3J9p3t7nlXCdh,If I Can't Have You,73,191466,Shawn Mendes,89,canadian pop,178,0.691,0.487,123.935
37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,83,249293,Bon Jovi,82,glam metal,178,0.532,0.0778,122.511
5dRQUolXAVX3BbCiIxmSsf,Your Love,71,221840,The Outfield,67,album rock,178,0.555,0.103,129.607
3avYqdwHKEq8beXbeWCKqJ,Last Friday Night (T.G.I.F.),69,230733,Katy Perry,88,dance pop,3,0.652,0.00125,126.023
4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",76,233786,A$AP Rocky,86,east coast hip hop,178,0.853,0.0239,95.967
1khmgu0pveJbkbpbkyvcQv,La Romana,74,300579,Bad Bunny,98,latin,177,0.655,0.0327,125.8
712uvW1Vezq8WpQi38v2L9,"Bitch, Don’t Kill My Vibe",67,310720,Kendrick Lamar,89,conscious hip hop,2,0.587,0.0152,133.954
6wP3gh2LJ8Qbe7Dkqu53GD,No Es Justo,0,251266,J Balvin,95,latin,95,0.811,0.151,87.98
4VMiNOpnjRwSCwmHaUfOMM,Realer N Realer,67,170920,Future,91,atl hip hop,178,0.73,0.0117,148.028
3UhRsQVrELOATEiY7E9X2T,Come Closer (feat. Queen Naija),63,156511,A Boogie Wit da Hoodie,86,melodic rap,178,0.741,0.22,140.056
5ibXqGCuO5jGcb41gLlaZe,Why Won't You Make Up Your Mind?,38,199093,Tame Impala,83,australian psych,178,0.457,0.00746,129.029
00lh2JJMF7xsplZhwDT4jv,White Lows Off Designer (feat. Lil Durk),70,175031,Tee Grizzley,75,detroit hip hop,178,0.747,0.561,127.981
1eLSF6HfrRA0AsNmTkUlKx,"King's Dead (with Kendrick Lamar, Future & James Blake)",65,225266,Jay Rock,74,conscious hip hop,173,0.566,0.00102,81.774
6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),75,153466,Green Day,84,permanent wave,178,0.475,0.183,94.605
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,80,219333,JAY-Z,87,east coast hip hop,175,0.789,0.127,140.022
0PG9fbaaHFHfre2gUVo7AN,Please Me,75,200889,Cardi B,90,pop,178,0.747,0.0642,133.992
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,85,211466,James Arthur,86,pop,166,0.358,0.695,85.043
4FJHSPdhQqxovmYP9YpcHN,Atrapado en un Sueño,64,210161,Junior H,80,corrido,177,0.726,0.0317,92.453
4CxFN5zON70B3VOPBYbd6P,you were good to me,81,219146,Jeremy Zucker,82,electropop,178,0.561,0.913,102.128
023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,66,180560,OMI,70,dance pop,1,0.78,0.141,118.026
3SR6R5XetNfOcVqvUwDkTz,Country Again,69,221240,Thomas Rhett,81,contemporary country,178,0.467,0.227,147.886
6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,84,216320,Tame Impala,83,australian psych,177,0.64,0.0115,116.879
2l6ZpPCOl8q2Iyoagn8K5M,Nadie Como Tu,0,223266,Wisin & Yandel,85,electro latino,95,0.81,0.382,92.984
2fVHrSxsQbJUuj9MW9zG1e,Who Do You Love,75,226733,The Chainsmokers,85,dance pop,178,0.51,0.0101,139.927
44wBlg3Y1KSAEmaze5BXe7,I'm in Love With an E-Girl,74,239307,Wilbur Soot,72,[],178,0.708,0.831,80.045
3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,72,188960,Kelly Clarkson,78,dance pop,178,0.662,0.00165,131.0
3NWrHCwvyII4fTx05PN3IO,Enjoy Yourself (feat. Karol G),71,197938,Pop Smoke,92,brooklyn drill,178,0.764,0.389,97.02
4yokHrXHSukhHh4byNVlWB,Nose on the Grindstone (OurVinyl Sessions),70,204000,Tyler Childers,77,kentucky indie,178,0.441,0.738,76.026
3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,73,210580,Joel Adams,62,australian pop,178,0.513,0.0118,84.264
3tLEBIhGwKTpmU79E6aKv7,Good Old Fashioned Lover Boy,0,174400,Queen,90,classic rock,95,0.542,0.622,96.055
1nLnpLXvl68RZCSjfkyiaa,Brain Stew,68,193000,Green Day,84,permanent wave,178,0.559,0.00133,75.958
7jr3iPu4O4bTCVwLMbdU2i,Kiss and Make Up,74,189173,Dua Lipa,95,dance pop,175,0.678,0.0658,99.895
42fw0rxRO2xbesF6mJfd4Y,Tequila,73,196746,Dan + Shay,81,contemporary country,178,0.489,0.0312,86.016
5veJDT0MLsLbhYsx42GXUD,Don't Stand So Close To Me,69,242666,The Police,79,album rock,178,0.799,0.0453,140.309
4rHZZAmHpZrA3iH5zx8frV,Mirrors,80,484146,Justin Timberlake,84,dance pop,178,0.574,0.234,76.899
4CHpVfAhuxNJ3ibExe6kxO,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),75,220839,Taylor Swift,98,pop,178,0.599,0.816,142.893
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,82,216053,Bryan Adams,79,canadian pop,177,0.508,0.0183,139.131
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),81,172800,Offset,84,atl hip hop,167,0.88,0.149,100.007
